City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
258,Thompson,CA,2022-10-13 20:58:57,55.7435,-97.8558,33.96,93,100,10.36,light snow
259,Honningsvag,NO,2022-10-13 21:01:52,70.9821,25.9704,40.75,75,75,6.91,broken clouds
260,Ocara,BR,2022-10-13 21:01:53,-4.4908,-38.5967,79.41,69,41,9.93,scattered clouds
261,Bandrele,YT,2022-10-13 21:01:53,-12.9067,45.1914,73.15,83,0,5.75,clear sky
262,Hay River,CA,2022-10-13 21:01:54,60.8156,-115.7999,53.28,48,99,16.49,overcast clouds
263,Longyearbyen,SJ,2022-10-13 21:01:54,78.2186,15.6401,28.24,69,20,10.36,few clouds
264,Castanos,MX,2022-10-13 21:01:54,26.7833,-101.4167,90.34,24,0,9.46,clear sky
265,Southbridge,US,2022-10-13 21:01:55,42.0751,-72.0334,65.66,96,100,5.01,light rain
266,Hare Bay,CA,2022-10-13 21:01:55,48.8499,-54.0148,50.58,70,53,4.47,broken clouds
267,Pocao De Pedras,BR,2022-10-13 21:01:55,-4.6667,-44.85,91.17,34,59,3.71,broken clouds
268,Zhuhai,CN,2022-10-13 21:01:56,22.2769,113.5678,78.58,88,20,10.36,few clouds
269,Nishihara,JP,2022-10-13 21:01:56,26.1842,127.7558,78.08,89,75,13.8,broken clouds
270,Iqaluit,CA,2022-10-13 21:00:16,63.7506,-68.5145,25.7,86,8,11.01,clear sky
271,Colac,AU,2022-10-13 21:01:57,-38.3333,143.5833,49.17,91,93,13.0,overcast clouds
272,Nizwa,OM,2022-10-13 21:01:57,22.9333,57.5333,73.45,23,10,1.77,clear sky
273,Kichera,RU,2022-10-13 21:01:57,55.9375,110.0997,28.94,83,99,4.9,overcast clouds
274,Muros,ES,2022-10-13 21:01:58,42.7762,-9.0603,65.08,94,87,3.74,overcast clouds
275,Havre-Saint-Pierre,CA,2022-10-13 21:01:58,50.2334,-63.5986,49.78,86,100,13.11,overcast clouds
276,Necochea,AR,2022-10-13 21:01:07,-38.5473,-58.7368,50.29,51,3,13.18,clear sky
277,Bluff,NZ,2022-10-13 21:01:59,-46.6,168.3333,45.57,77,6,5.5,clear sky
278,Maceio,BR,2022-10-13 20:58:16,-9.6658,-35.7353,78.24,78,40,8.05,scattered clouds
279,Klaksvik,FO,2022-10-13 21:02:00,62.2266,-6.589,45.52,86,100,12.75,moderate rain
280,Tokoroa,NZ,2022-10-13 21:02:00,-38.2333,175.8667,49.12,72,97,7.9,overcast clouds
281,Tigil,RU,2022-10-13 21:02:01,57.8,158.6667,34.74,86,100,9.86,overcast clouds
282,Denpasar,ID,2022-10-13 21:00:06,-8.65,115.2167,76.71,100,75,5.75,broken clouds
283,Cape Girardeau,US,2022-10-13 20:58:04,37.3834,-89.7168,70.02,21,10,7.0,clear sky
284,Labuhan,ID,2022-10-13 21:02:01,-6.8844,112.2051,77.74,83,100,8.86,light rain
285,Port Lincoln,AU,2022-10-13 21:02:02,-34.7333,135.8667,54.09,75,43,14.97,scattered clouds
286,Morondava,MG,2022-10-13 21:02:02,-20.2833,44.2833,76.68,76,61,7.74,broken clouds
287,Coahuayana,MX,2022-10-13 20:59:51,18.7333,-103.6833,84.22,78,88,5.26,light rain
288,Gerede,TR,2022-10-13 21:02:03,40.8008,32.1969,44.92,89,88,1.25,overcast clouds
289,San Jeronimo,PE,2022-10-13 21:02:03,-11.9472,-75.2829,68.38,21,2,8.46,clear sky
290,Ngaoundere,CM,2022-10-13 21:02:04,7.3167,13.5833,64.98,93,76,2.8,broken clouds
291,Banda Aceh,ID,2022-10-13 21:02:04,5.5577,95.3222,78.55,79,99,12.12,overcast clouds
292,Mehamn,NO,2022-10-13 21:02:05,71.0357,27.8492,35.55,87,0,4.61,clear sky
293,Skhisma,GR,2022-10-13 21:02:05,35.2667,25.7167,69.84,68,47,10.33,scattered clouds
294,Arlit,NE,2022-10-13 21:02:06,18.7369,7.3853,90.14,12,2,7.52,clear sky
295,Luderitz,NA,2022-10-13 21:02:06,-26.6481,15.1594,58.87,86,0,11.27,clear sky
296,Katsuura,JP,2022-10-13 21:02:06,35.1333,140.3,64.31,92,100,21.34,overcast clouds
297,Leningradskiy,RU,2022-10-13 21:02:07,69.3833,178.4167,14.43,71,35,5.84,scattered clouds
298,Port-Gentil,GA,2022-10-13 21:02:07,-0.7193,8.7815,78.76,94,75,10.36,broken clouds
299,Inhambane,MZ,2022-10-13 21:02:08,-23.865,35.3833,70.93,85,28,7.92,scattered clouds
300,Kollam,IN,2022-10-13 21:00:18,8.8833,76.6,75.72,90,100,3.98,light rain
301,Villa Carlos Paz,AR,2022-10-13 21:02:09,-31.4241,-64.4978,63.39,16,2,15.01,clear sky
302,Waidhofen,DE,2022-10-13 21:02:09,48.5833,11.3333,54.32,99,75,2.3,broken clouds
303,Akonolinga,CM,2022-10-13 21:02:09,3.7667,12.25,68.36,98,100,1.95,light rain
304,Tiksi,RU,2022-10-13 21:02:10,71.6872,128.8694,19.67,93,100,6.31,overcast clouds
305,Chifeng,CN,2022-10-13 21:00:24,42.2683,118.9636,53.73,29,100,2.82,overcast clouds
306,Fabriano,IT,2022-10-13 21:02:11,43.3406,12.9073,59.05,83,84,1.14,broken clouds
307,Broken Hill,AU,2022-10-13 21:02:11,-31.95,141.4333,49.37,79,14,12.97,few clouds
308,Lata,PT,2022-10-13 21:02:12,40.1629,-8.3327,63.07,96,23,2.19,few clouds
309,Perth,AU,2022-10-13 20:58:10,-31.9333,115.8333,47.66,92,0,0.0,clear sky
310,Taybad,IR,2022-10-13 21:02:12,34.74,60.7756,64.38,12,0,8.23,clear sky
311,Richards Bay,ZA,2022-10-13 21:02:12,-28.783,32.0377,74.1,80,84,11.95,broken clouds
312,Kamina,CD,2022-10-13 21:02:13,-8.7386,24.9906,70.3,31,6,2.26,clear sky
313,Bichura,RU,2022-10-13 21:02:13,50.5881,107.6022,32.47,82,99,4.63,overcast clouds
314,Camapua,BR,2022-10-13 21:02:14,-19.5314,-54.0439,80.22,59,100,1.5,overcast clouds
315,Hofn,IS,2022-10-13 21:02:14,64.2539,-15.2082,41.4,68,100,11.45,overcast clouds
316,Viedma,AR,2022-10-13 21:02:15,-40.8135,-62.9967,53.65,24,0,8.86,clear sky
317,Hellvik,NO,2022-10-13 21:02:15,59.9156,5.781,47.77,82,77,4.45,broken clouds
318,Madison,US,2022-10-13 20:59:14,34.7334,-86.5667,72.79,31,0,3.0,clear sky
319,Luoyang,CN,2022-10-13 21:02:16,34.6836,112.4536,61.59,42,99,3.4,overcast clouds
320,Carbonia,IT,2022-10-13 21:02:17,39.1672,8.5222,65.01,87,60,6.85,broken clouds
321,Okhotsk,RU,2022-10-13 21:02:17,59.3833,143.3,29.53,61,100,8.14,overcast clouds
322,Marsa Matruh,EG,2022-10-13 21:02:17,31.3525,27.2453,72.19,67,1,6.35,clear sky
323,Kutum,SD,2022-10-13 21:02:18,14.2,24.6667,77.52,21,25,13.24,scattered clouds
324,Nome,US,2022-10-13 21:02:18,64.5011,-165.4064,25.16,86,9,4.03,clear sky
325,Ixtapa,MX,2022-10-13 21:02:19,20.7,-105.2,87.22,62,20,10.36,few clouds
326,Pangnirtung,CA,2022-10-13 21:02:19,66.1451,-65.7125,21.09,65,7,2.84,clear sky
327,Brae,GB,2022-10-13 21:02:20,60.3964,-1.353,52.84,77,97,23.22,light rain
328,Pecos,US,2022-10-13 20:59:08,31.4229,-103.4932,78.89,38,0,8.05,clear sky
329,Hirara,JP,2022-10-13 21:02:20,24.8,125.2833,79.83,82,71,26.06,broken clouds
330,Biltine,TD,2022-10-13 21:02:21,14.5333,20.9167,87.53,15,99,15.43,overcast clouds
331,Bethel,US,2022-10-13 21:02:21,41.3712,-73.414,68.36,86,100,9.22,overcast clouds
332,Huamuxtitlan,MX,2022-10-13 21:02:21,17.8167,-98.5667,85.62,55,76,2.15,light rain
333,Sao Jose Da Coroa Grande,BR,2022-10-13 21:02:22,-8.8978,-35.1478,75.97,80,63,9.71,broken clouds
334,San Lorenzo,PY,2022-10-13 21:02:23,-25.3333,-57.5333,68.94,100,100,8.05,thunderstorm with rain
335,Nouadhibou,MR,2022-10-13 21:02:23,20.931,-17.0347,71.65,75,98,22.1,overcast clouds
336,Sucua,EC,2022-10-13 20:59:22,-2.4667,-78.1667,81.34,69,75,17.27,moderate rain
337,Clyde River,CA,2022-10-13 21:02:23,70.4692,-68.5914,23.74,63,86,11.21,overcast clouds
338,Boueni,YT,2022-10-13 21:02:24,-12.9025,45.0761,73.38,72,0,7.07,clear sky
339,Pangai,TO,2022-10-13 21:02:24,-19.8,-174.35,77.65,88,99,20.58,light rain
340,Santa Rosa,PH,2022-10-13 21:02:25,14.3122,121.1114,81.1,85,96,1.36,moderate rain
341,Zalantun,CN,2022-10-13 21:02:25,48.0,122.7167,40.84,46,7,2.51,clear sky
342,Tura,IN,2022-10-13 21:02:26,25.5198,90.2201,69.64,96,45,2.08,scattered clouds
343,Hede,CN,2022-10-13 21:02:26,33.7681,120.2517,55.9,86,5,2.75,clear sky
344,Gerash,IR,2022-10-13 21:02:27,27.6652,54.1371,74.41,43,1,3.0,clear sky
345,Praia,CV,2022-10-13 21:02:27,14.9215,-23.5087,79.34,89,20,16.11,few clouds
346,Teguise,ES,2022-10-13 21:02:27,29.0605,-13.564,71.82,73,40,25.32,scattered clouds
347,Ancud,CL,2022-10-13 21:02:28,-41.8697,-73.8203,44.94,83,100,15.61,light rain
348,Sioux Lookout,CA,2022-10-13 21:02:28,50.1001,-91.917,39.27,70,75,11.5,broken clouds
349,Port Hardy,CA,2022-10-13 21:02:28,50.6996,-127.4199,58.37,72,62,4.97,broken clouds
350,Palmer,US,2022-10-13 21:02:29,42.1584,-72.3287,67.5,77,100,14.97,overcast clouds
351,Bathsheba,BB,2022-10-13 21:02:29,13.2167,-59.5167,81.93,73,9,11.32,clear sky
352,Cidreira,BR,2022-10-13 21:02:30,-30.1811,-50.2056,66.07,88,76,6.69,broken clouds
353,Zhigansk,RU,2022-10-13 21:02:30,66.7697,123.3711,23.43,97,100,0.96,overcast clouds
354,Xinpu,CN,2022-10-13 21:02:30,34.5997,119.1594,54.59,86,74,0.29,broken clouds
355,Sandnessjoen,NO,2022-10-13 21:02:31,66.0217,12.6316,44.71,70,40,6.91,scattered clouds
356,Vredendal,ZA,2022-10-13 21:02:31,-31.6683,18.5012,56.07,94,7,6.89,clear sky
357,Barbosa Ferraz,BR,2022-10-13 21:02:32,-24.03,-52.0117,70.41,94,100,3.67,heavy intensity rain
358,Aspindza,GE,2022-10-13 21:02:33,41.5739,43.2483,49.64,86,100,0.92,overcast clouds
359,Poplar Bluff,US,2022-10-13 21:02:33,36.757,-90.3929,71.49,24,20,14.97,few clouds
360,Antofagasta,CL,2022-10-13 20:59:11,-23.65,-70.4,60.08,72,5,6.73,clear sky
361,Aripuana,BR,2022-10-13 21:02:33,-9.1667,-60.6333,77.99,82,100,2.33,overcast clouds
362,Mezhdurechensk,RU,2022-10-13 21:02:34,53.6942,88.0603,31.77,94,10,1.74,clear sky
363,Worland,US,2022-10-13 21:03:34,44.0169,-107.9554,63.9,32,0,7.0,clear sky
364,Pietarsaari,FI,2022-10-13 21:03:35,63.65,22.6833,48.33,87,100,15.48,light rain
365,Vertesszolos,HU,2022-10-13 21:03:36,47.6211,18.3813,55.49,69,25,5.17,scattered clouds
366,Alliance,US,2022-10-13 21:01:14,40.9153,-81.1059,56.88,57,23,13.24,few clouds
367,Huarmey,PE,2022-10-13 21:03:36,-10.0681,-78.1522,65.17,75,3,10.83,clear sky
368,Townsville,AU,2022-10-13 21:02:01,-19.25,146.8,72.48,78,40,10.36,scattered clouds
369,Waddan,LY,2022-10-13 21:03:38,29.1614,16.139,81.99,22,100,3.44,overcast clouds
370,Roncesvalles,CO,2022-10-13 21:00:12,4.0108,-75.6049,57.76,93,100,0.11,overcast clouds
371,Gamba,GA,2022-10-13 21:03:39,-2.65,10.0,76.17,92,86,4.41,light rain
372,Bonthe,SL,2022-10-13 21:03:08,7.5264,-12.505,77.72,86,90,5.93,light rain
373,Jalgaon,IN,2022-10-13 21:03:40,21.0167,75.5667,72.05,73,93,3.76,overcast clouds
374,Araceli,PH,2022-10-13 21:03:40,10.5529,119.9913,84.0,76,100,19.13,overcast clouds
375,Arawa,PG,2022-10-13 21:03:41,-6.2132,155.5367,79.72,84,100,2.59,overcast clouds
376,Mahibadhoo,MV,2022-10-13 21:03:42,3.7833,72.9667,78.6,82,100,22.46,overcast clouds
377,Suchiate,MX,2022-10-13 21:03:43,14.55,-92.2167,86.18,79,96,13.49,light rain
378,Dharchula,IN,2022-10-13 21:03:44,29.85,80.5333,56.8,65,0,7.09,clear sky
379,Matai,TZ,2022-10-13 21:03:44,-8.3,31.5167,61.29,35,10,5.93,clear sky
380,Marsabit,KE,2022-10-13 21:02:24,2.3284,37.9899,71.56,42,55,15.84,broken clouds
381,Bastia,FR,2022-10-13 21:03:46,42.6667,9.3333,68.31,63,0,3.44,clear sky
382,Valparaiso,CL,2022-10-13 20:59:15,-33.0393,-71.6273,71.83,50,0,14.97,clear sky
383,Chapais,CA,2022-10-13 21:03:47,49.7834,-74.8492,51.58,91,100,15.37,overcast clouds
384,Kaohsiung,TW,2022-10-13 21:00:08,22.6163,120.3133,78.04,84,7,4.88,clear sky
385,Nelson Bay,AU,2022-10-13 21:03:48,-32.7167,152.15,64.09,92,100,1.99,light rain
386,Laviana,ES,2022-10-13 21:03:49,43.2333,-5.5333,64.29,78,76,4.03,broken clouds
387,Safita,SY,2022-10-13 21:03:49,34.8205,36.1153,67.6,79,36,3.06,scattered clouds
388,Evensk,RU,2022-10-13 21:03:50,61.95,159.2333,22.12,68,100,4.52,overcast clouds
389,Saravan,AM,2022-10-13 21:03:51,39.7196,45.6483,46.13,81,52,4.09,broken clouds
390,Chernushka,RU,2022-10-13 21:03:51,56.5072,56.0766,47.88,64,100,4.12,overcast clouds
391,Caltanissetta,IT,2022-10-13 21:03:52,37.3745,14.0642,65.59,98,14,5.48,few clouds
392,Albion,US,2022-10-13 21:03:52,42.2431,-84.753,55.26,46,100,6.91,overcast clouds
393,Sorong,ID,2022-10-13 21:03:52,-0.8833,131.25,78.89,83,100,4.18,overcast clouds
394,Atasu,KZ,2022-10-13 21:03:53,48.6814,71.6433,48.38,33,40,6.76,scattered clouds
395,Esperance,AU,2022-10-13 21:03:53,-33.8667,121.9,51.01,79,87,8.9,overcast clouds
396,Vila,PT,2022-10-13 21:03:54,42.0304,-8.1588,54.48,87,21,1.5,few clouds
397,Zyryanka,RU,2022-10-13 21:03:54,65.75,150.85,16.7,97,100,0.72,light snow
398,Jumla,NP,2022-10-13 21:01:23,29.2747,82.1838,45.59,79,0,4.43,clear sky
399,Cockburn Town,TC,2022-10-13 21:01:20,21.4612,-71.1419,82.35,72,2,14.14,clear sky
400,Daman,IN,2022-10-13 21:03:55,20.4167,72.85,77.49,67,94,9.42,overcast clouds
401,Lompoc,US,2022-10-13 21:00:53,34.6391,-120.4579,81.01,80,75,11.5,broken clouds
402,Archena,ES,2022-10-13 21:03:55,38.1163,-1.3004,68.52,80,44,1.95,scattered clouds
403,Harper,LR,2022-10-13 21:03:56,4.375,-7.7169,77.0,86,62,8.12,broken clouds
404,Zhangye,CN,2022-10-13 21:03:56,38.9342,100.4517,43.84,42,51,2.95,broken clouds
405,Shenzhen,CN,2022-10-13 21:02:32,22.5455,114.0683,80.98,91,51,5.77,broken clouds
406,Presidente Dutra,BR,2022-10-13 21:03:56,-5.29,-44.49,92.91,26,88,4.63,overcast clouds
407,Medicine Hat,CA,2022-10-13 21:03:57,50.0501,-110.6683,65.84,35,18,3.0,few clouds
408,Quijingue,BR,2022-10-13 21:03:57,-10.7525,-39.2092,79.79,51,53,11.14,broken clouds
409,Hobyo,SO,2022-10-13 21:03:57,5.3505,48.5268,77.54,84,70,21.99,broken clouds
410,Fort Nelson,CA,2022-10-13 21:00:47,58.8053,-122.7002,73.94,29,35,10.0,scattered clouds
411,Nortelandia,BR,2022-10-13 21:03:58,-14.4547,-56.8028,84.65,54,70,6.91,broken clouds
412,Srednekolymsk,RU,2022-10-13 21:03:59,67.45,153.6833,12.09,93,100,5.23,overcast clouds
413,Flinders,AU,2022-10-13 21:03:59,-34.5833,150.8552,63.37,89,100,5.99,light rain
414,Bay City,US,2022-10-13 21:01:07,43.5945,-83.8889,49.1,76,75,12.66,broken clouds
415,Den Helder,NL,2022-10-13 21:04:00,52.9599,4.7593,53.58,93,100,2.3,mist
416,Shediac,CA,2022-10-13 21:00:47,46.2198,-64.5411,64.09,68,44,5.7,scattered clouds
417,Moravske Budejovice,CZ,2022-10-13 21:04:00,49.0521,15.8086,53.1,90,100,1.72,overcast clouds
418,Neuquen,AR,2022-10-13 21:04:01,-38.9516,-68.0591,62.19,15,41,4.41,scattered clouds
419,Te Anau,NZ,2022-10-13 21:04:01,-45.4167,167.7167,47.93,68,19,0.78,few clouds
420,Mocuba,MZ,2022-10-13 21:03:53,-16.8392,36.9856,71.31,90,1,3.02,clear sky
421,Pingdingshan,CN,2022-10-13 21:04:02,33.7385,113.3012,58.98,56,75,2.33,broken clouds
422,Raga,SS,2022-10-13 21:04:02,8.4596,25.678,74.66,81,19,1.79,few clouds
423,Kudat,MY,2022-10-13 21:01:20,6.8837,116.8477,78.76,82,100,7.2,overcast clouds
424,Iskateley,RU,2022-10-13 21:04:02,67.6803,53.1512,36.66,88,41,10.09,scattered clouds
425,Bonavista,CA,2022-10-13 21:04:03,48.6499,-53.1147,51.89,76,25,7.11,scattered clouds
426,Beisfjord,NO,2022-10-13 21:04:03,68.3751,17.5988,42.85,92,97,2.8,overcast clouds
427,Diebougou,BF,2022-10-13 21:04:04,10.9667,-3.25,78.42,59,89,0.89,overcast clouds
428,Port-Cartier,CA,2022-10-13 21:04:04,50.0334,-66.8654,51.75,89,91,7.81,overcast clouds
429,La Orilla,MX,2022-10-13 21:04:04,17.9833,-102.2333,84.42,72,44,6.15,scattered clouds
430,Simplicio Mendes,BR,2022-10-13 21:04:05,-7.8539,-41.9103,89.65,27,94,5.12,overcast clouds
431,Amazar,RU,2022-10-13 21:04:06,53.858,120.875,34.79,81,100,2.13,overcast clouds
432,Guhagar,IN,2022-10-13 21:04:06,17.4842,73.1929,76.48,90,84,5.1,broken clouds
433,San Cristobal,VE,2022-10-13 21:04:07,7.7669,-72.225,68.18,70,100,2.84,overcast clouds
434,Dubti,ET,2022-10-13 21:04:07,11.7361,41.0853,90.52,30,46,9.6,scattered clouds
435,Mosquera,CO,2022-10-13 21:02:42,4.7059,-74.2302,58.35,87,100,3.47,heavy intensity rain
436,Narasannapeta,IN,2022-10-13 21:04:08,18.4167,84.05,76.91,89,21,5.82,few clouds
437,Maragogi,BR,2022-10-13 21:04:08,-9.0122,-35.2225,75.69,80,63,9.64,broken clouds
438,Norilsk,RU,2022-10-13 21:04:09,69.3535,88.2027,26.67,94,100,6.8,overcast clouds
439,Jambi,ID,2022-10-13 21:04:09,-1.6,103.6167,73.78,98,100,2.26,moderate rain
440,Yulara,AU,2022-10-13 21:04:09,-25.2406,130.9889,51.03,53,0,9.26,clear sky
441,Ongandjera,NA,2022-10-13 21:04:10,-17.8833,15.0667,78.49,17,84,9.1,broken clouds
442,Quatre Cocos,MU,2022-10-13 21:03:49,-20.2078,57.7625,71.1,72,18,18.12,few clouds
443,Plastun,RU,2022-10-13 21:04:11,44.7561,136.2939,46.35,87,6,5.3,clear sky
444,Lucea,JM,2022-10-13 21:04:11,18.451,-78.1736,87.85,75,100,1.9,overcast clouds
445,Mattru,SL,2022-10-13 21:04:11,7.6244,-11.8332,73.56,96,92,1.74,moderate rain
446,Morros,BR,2022-10-13 21:04:12,-9.4467,-46.3003,91.74,18,60,7.36,broken clouds
447,Menomonie,US,2022-10-13 21:04:12,44.8755,-91.9193,42.82,38,100,12.91,overcast clouds
448,Anadyr,RU,2022-10-13 21:04:12,64.75,177.4833,16.3,92,20,4.47,few clouds
449,Rusape,ZW,2022-10-13 21:04:13,-18.5278,32.1284,61.48,41,36,6.24,scattered clouds
450,Fairbanks,US,2022-10-13 21:00:02,64.8378,-147.7164,27.23,86,16,2.8,few clouds
451,Moree,AU,2022-10-13 21:04:13,-29.4667,149.85,62.62,88,75,8.05,light rain
452,Grindavik,IS,2022-10-13 21:04:15,63.8424,-22.4338,39.67,81,0,16.11,clear sky
453,Turukhansk,RU,2022-10-13 21:04:15,65.8167,87.9833,31.89,90,100,4.23,overcast clouds
454,Narsaq,GL,2022-10-13 21:04:16,60.9167,-46.05,30.42,71,2,6.33,clear sky
455,The Valley,AI,2022-10-13 21:04:16,18.217,-63.0578,84.34,74,40,8.05,scattered clouds
456,Umm Lajj,SA,2022-10-13 21:04:17,25.0213,37.2685,82.38,60,0,10.74,clear sky
457,Delijan,IR,2022-10-13 21:04:17,33.9905,50.6838,65.62,25,0,2.91,clear sky
458,Coihaique,CL,2022-10-13 21:04:18,-45.5752,-72.0662,47.01,61,75,6.91,broken clouds
459,Mount Isa,AU,2022-10-13 21:04:18,-20.7333,139.5,67.77,40,40,17.27,scattered clouds
460,Road Town,VG,2022-10-13 21:04:18,18.4167,-64.6167,84.29,79,20,6.91,few clouds
461,Flin Flon,CA,2022-10-13 21:04:19,54.7682,-101.865,39.63,46,70,19.37,broken clouds
462,Nyurba,RU,2022-10-13 21:04:19,63.2842,118.3319,32.52,99,100,3.98,light snow
463,Gambela,ET,2022-10-13 21:04:19,8.25,34.5833,70.95,88,100,3.65,overcast clouds
464,Kwinana,AU,2022-10-13 21:04:20,-32.25,115.7667,46.81,83,12,7.38,few clouds
465,Kabare,CD,2022-10-13 21:04:20,-2.4683,28.8242,64.42,77,74,0.98,broken clouds
466,Alta Floresta,BR,2022-10-13 21:04:21,-9.8756,-56.0861,76.23,77,76,5.39,broken clouds
467,Carutapera,BR,2022-10-13 21:04:21,-1.195,-46.02,80.64,77,24,10.38,few clouds
468,Pisco,PE,2022-10-13 21:03:22,-13.7,-76.2167,63.01,72,75,6.91,broken clouds
469,Saint Simons,US,2022-10-13 21:04:22,31.1352,-81.3901,88.02,45,0,9.22,clear sky
470,Paraibano,BR,2022-10-13 21:04:22,-6.4331,-43.9836,89.46,28,98,3.4,overcast clouds
471,Constitucion,CL,2022-10-13 21:00:57,-35.3333,-72.4167,57.6,52,2,19.69,clear sky
472,Kitami,JP,2022-10-13 21:01:06,43.8031,143.8908,46.11,94,96,5.39,overcast clouds
473,Vostochnyy,RU,2022-10-13 21:04:23,55.8167,37.8667,42.12,67,87,4.65,overcast clouds
474,Rawson,AR,2022-10-13 21:04:23,-43.3002,-65.1023,54.48,30,2,3.47,clear sky
475,Hojai,IN,2022-10-13 21:04:24,26.0,92.8667,72.3,97,67,0.56,broken clouds
476,Safaga,EG,2022-10-13 21:04:24,26.7292,33.9365,79.61,46,0,14.74,clear sky
477,Kushmurun,KZ,2022-10-13 21:04:24,52.4503,64.6311,50.52,40,85,6.51,overcast clouds
478,Thomasville,US,2022-10-13 21:02:03,35.8826,-80.082,77.41,78,99,7.11,overcast clouds
479,Yondo,CO,2022-10-13 21:04:25,7.0062,-73.9097,86.02,69,98,3.53,light rain
480,Coruripe,BR,2022-10-13 21:04:25,-10.1256,-36.1756,75.16,77,80,8.72,broken clouds
481,Mackay,AU,2022-10-13 21:00:14,-21.15,149.2,71.69,76,25,5.46,scattered clouds
482,Kargasok,RU,2022-10-13 21:04:26,59.0556,80.8572,32.83,87,30,5.3,scattered clouds
483,Khani,GE,2022-10-13 21:04:26,41.9563,42.9566,42.37,77,98,3.04,overcast clouds
484,Edeia,BR,2022-10-13 21:04:27,-17.3383,-49.9314,87.4,23,56,7.72,broken clouds
485,Karasburg,NA,2022-10-13 21:04:27,-28.0167,18.75,67.89,30,0,11.43,clear sky
486,Xai-Xai,MZ,2022-10-13 21:04:28,-25.0519,33.6442,69.62,86,15,8.43,few clouds
487,Bernay,FR,2022-10-13 21:04:28,49.1667,0.6667,57.83,94,100,5.66,overcast clouds
488,Hambantota,LK,2022-10-13 21:04:29,6.1241,81.1185,77.74,84,100,14.92,overcast clouds
489,Kolpny,RU,2022-10-13 21:04:29,52.2282,37.0368,43.48,75,97,5.08,overcast clouds
490,Suntar,RU,2022-10-13 21:04:29,62.1444,117.6319,31.35,97,95,6.33,light snow
491,Menzelinsk,RU,2022-10-13 21:04:30,55.7271,53.1026,47.23,87,100,4.03,overcast clouds
492,Igarka,RU,2022-10-13 21:04:30,67.4667,86.5833,31.93,93,100,7.29,overcast clouds
493,Chavakachcheri,LK,2022-10-13 21:04:30,9.6579,80.1643,78.91,85,26,9.33,scattered clouds
494,Alice Springs,AU,2022-10-13 21:00:14,-23.7,133.8833,44.15,76,27,0.0,scattered clouds
495,Auce,LV,2022-10-13 21:04:31,56.4598,22.9017,45.01,81,31,7.29,scattered clouds
496,Vardo,NO,2022-10-13 21:04:31,70.3705,31.1107,35.58,87,100,4.61,overcast clouds
497,Lahad Datu,MY,2022-10-13 21:04:32,5.0268,118.327,77.04,90,97,1.61,overcast clouds
498,Victoria,HK,2022-10-13 21:02:18,22.2855,114.1577,78.85,75,57,8.99,broken clouds
499,San Andres,CO,2022-10-13 21:04:32,12.5847,-81.7006,84.22,70,40,5.75,scattered clouds
500,Cheremshan,RU,2022-10-13 21:04:32,54.6667,51.5,47.43,92,99,9.08,overcast clouds
501,Kenai,US,2022-10-13 21:04:33,60.5544,-151.2583,42.15,56,0,0.0,clear sky
502,Sovetskaya Gavan,RU,2022-10-13 21:04:33,48.9723,140.2878,43.68,75,0,5.57,clear sky
503,Manavalakurichi,IN,2022-10-13 21:04:34,8.1333,77.3,77.65,86,100,7.63,light rain
504,Balykshi,KZ,2022-10-13 21:04:34,47.0667,51.8667,46.4,61,0,6.71,clear sky
505,Newport,GB,2022-10-13 21:03:45,51.5877,-2.9984,56.62,88,100,5.26,overcast clouds
506,Tifton,US,2022-10-13 21:03:54,31.4505,-83.5085,84.16,60,100,9.91,overcast clouds
507,Kristinehamn,SE,2022-10-13 21:04:35,59.3098,14.1081,50.56,86,100,8.55,overcast clouds
508,Luebo,CD,2022-10-13 21:04:35,-5.35,21.4167,73.08,78,43,1.95,scattered clouds
509,Bosobolo,CD,2022-10-13 21:04:36,4.1833,19.9,72.61,94,100,2.55,overcast clouds
510,Fernie,CA,2022-10-13 21:00:17,49.5,-115.0687,62.65,38,9,4.85,clear sky
511,Port Macquarie,AU,2022-10-13 21:04:36,-31.4333,152.9167,60.89,83,100,11.34,moderate rain
512,Krasnyy Klyuch,RU,2022-10-13 21:04:37,55.3863,56.6529,47.82,89,100,3.58,overcast clouds
513,Chokwe,MZ,2022-10-13 21:04:37,-24.5333,32.9833,77.58,57,7,9.31,clear sky
514,Paita,PE,2022-10-13 21:04:38,-5.0892,-81.1144,67.66,71,34,18.39,scattered clouds
515,Belmonte,BR,2022-10-13 21:04:38,-15.8631,-38.8828,75.52,76,11,8.19,few clouds
516,Tarauaca,BR,2022-10-13 21:04:39,-8.1614,-70.7656,88.09,55,86,2.73,overcast clouds
517,Lorengau,PG,2022-10-13 21:04:39,-2.0226,147.2712,80.46,71,89,0.58,overcast clouds
518,Nsoko,SZ,2022-10-13 21:04:39,-27.0333,31.95,71.28,85,2,3.83,clear sky
519,Batemans Bay,AU,2022-10-13 21:00:31,-35.7167,150.1833,62.1,81,100,10.85,overcast clouds
520,Seoul,KR,2022-10-13 21:00:37,37.5683,126.9778,54.84,64,100,2.48,overcast clouds
521,Yuncheng,CN,2022-10-13 21:04:40,35.0231,110.9928,58.39,75,100,4.34,overcast clouds
522,Keti Bandar,PK,2022-10-13 21:04:41,24.1447,67.4497,80.78,52,7,8.5,clear sky
