City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Bengkulu,-3.8004,102.2655,74.17,91,100,1.34,ID,2022-10-12 21:28:45
294,Saint-Nazaire,47.2833,-2.2,57.47,85,0,4.61,FR,2022-10-12 21:28:46
295,Vila Franca Do Campo,37.7167,-25.4333,74.19,80,62,2.19,PT,2022-10-12 21:28:46
296,Amahai,-3.3333,128.9167,77.58,86,88,1.59,ID,2022-10-12 21:28:45
297,Tura,25.5198,90.2201,70.7,98,100,2.15,IN,2022-10-12 21:28:48
298,Pundaguitan,6.3711,126.1689,82.53,76,93,12.88,PH,2022-10-12 21:28:48
299,Moussoro,13.6408,16.4901,91.22,29,0,3.89,TD,2022-10-12 21:28:49
300,Dhanwar,24.4167,85.9833,73.08,91,93,4.03,IN,2022-10-12 21:28:49
301,Shingu,33.7333,135.9833,66.79,80,100,10.07,JP,2022-10-12 21:28:49
302,Erenhot,43.6475,111.9767,44.2,38,0,6.22,CN,2022-10-12 21:28:50
303,Roma,43.2128,-75.4557,67.73,47,0,8.05,US,2022-10-12 21:28:50
304,La Roche-Sur-Yon,46.6667,-1.4333,55.67,94,0,2.3,FR,2022-10-12 21:28:51
305,Umea,63.8284,20.2597,44.91,100,0,0.0,SE,2022-10-12 21:28:51
306,Itaguai,-22.8522,-43.7753,74.62,83,75,6.91,BR,2022-10-12 21:28:51
307,Sindor,62.8629,51.8905,39.76,86,100,3.33,RU,2022-10-12 21:28:52
308,Kidal,18.4411,1.4078,88.0,14,4,7.07,ML,2022-10-12 21:28:53
309,Benguela,-12.5763,13.4055,74.93,78,36,3.98,AO,2022-10-12 21:28:54
310,Saskylakh,71.9167,114.0833,20.21,97,98,2.98,RU,2022-10-12 21:28:55
311,Lebu,-37.6167,-73.65,52.63,75,42,15.08,CL,2022-10-12 21:27:22
312,Touros,-5.1989,-35.4608,78.17,79,80,17.92,BR,2022-10-12 21:28:58
313,Mandiana,10.6333,-8.6833,75.36,80,91,4.05,GN,2022-10-12 21:28:58
314,Ixtapa,20.7,-105.2,88.23,66,100,9.22,MX,2022-10-12 21:29:00
315,Yulara,-25.2406,130.9889,49.84,93,75,14.97,AU,2022-10-12 21:29:01
316,East London,-33.0153,27.9116,69.03,89,100,12.66,ZA,2022-10-12 21:29:02
317,Marsaxlokk,35.8419,14.5431,75.07,88,40,4.61,MT,2022-10-12 21:29:03
318,Kavieng,-2.5744,150.7967,81.95,73,100,5.99,PG,2022-10-12 21:29:04
319,Bairiki,1.3292,172.9752,84.2,70,40,12.66,KI,2022-10-12 21:29:06
320,Huarmey,-10.0681,-78.1522,66.27,74,3,12.17,PE,2022-10-12 21:29:07
321,Valparai,10.3667,76.9667,63.57,97,100,2.26,IN,2022-10-12 21:29:08
322,Petropavlivka,48.4564,36.4367,51.85,59,84,4.85,UA,2022-10-12 21:29:09
323,Sitka,57.0531,-135.33,57.09,82,100,11.5,US,2022-10-12 21:29:10
324,Maragogi,-9.0122,-35.2225,75.83,82,89,10.83,BR,2022-10-12 21:29:11
325,Ponta Delgada,37.7333,-25.6667,74.5,73,75,2.3,PT,2022-10-12 21:29:13
326,Werda,-25.2667,23.2833,76.32,16,49,6.93,BW,2022-10-12 21:29:13
327,Pinawa,50.1489,-95.8811,44.35,55,98,12.62,CA,2022-10-12 21:29:14
328,Sjenica,43.2731,19.9994,50.18,90,96,1.68,RS,2022-10-12 21:29:15
329,Letlhakane,-21.4167,25.5833,73.76,20,18,10.94,BW,2022-10-12 21:29:16
330,Korla,41.7597,86.1469,48.0,49,0,3.65,CN,2022-10-12 21:29:17
331,Vryburg,-26.9566,24.7284,71.13,19,86,7.43,ZA,2022-10-12 21:29:18
332,Joensuu,62.6012,29.7632,37.89,87,0,3.44,FI,2022-10-12 21:29:20
333,Reyes,-14.3167,-67.3833,78.76,67,70,0.96,BO,2022-10-12 21:29:21
334,Burdur,37.7203,30.2908,59.7,59,0,8.05,TR,2022-10-12 21:29:22
335,Banda Aceh,5.5577,95.3222,78.46,81,96,9.37,ID,2022-10-12 21:29:23
336,Caravelas,-17.7125,-39.2481,74.93,74,11,6.69,BR,2022-10-12 21:29:24
337,Iranshahr,27.2025,60.6848,70.14,11,0,9.22,IR,2022-10-12 21:29:24
338,Franklin,39.9667,-83.0166,75.24,57,100,17.27,US,2022-10-12 21:25:36
339,Fereydun Kenar,36.6864,52.5225,70.61,81,100,4.25,IR,2022-10-12 21:29:26
340,Borogontsy,62.6683,131.1683,20.8,91,94,5.91,RU,2022-10-12 21:29:27
341,Pevek,69.7008,170.3133,17.85,85,85,10.89,RU,2022-10-12 21:29:28
342,Coswig,51.1333,13.5833,51.21,76,0,8.05,DE,2022-10-12 21:29:28
343,Tabory,58.5198,64.5495,38.21,82,32,4.65,RU,2022-10-12 21:29:29
344,Huescar,37.811,-2.5412,60.26,76,76,4.92,ES,2022-10-12 21:29:30
345,Kiruna,67.8557,20.2251,31.12,80,0,9.22,SE,2022-10-12 21:29:31
346,Ferkessedougou,9.6,-5.2,77.09,70,46,3.31,CI,2022-10-12 21:29:33
347,Perivolion,39.4206,20.0147,62.15,73,9,4.25,GR,2022-10-12 21:29:34
348,Murupara,-38.4667,176.7,54.84,90,100,0.65,NZ,2022-10-12 21:29:35
349,Saint Anthony,45.0205,-93.218,53.15,80,75,14.97,US,2022-10-12 21:26:39
350,Fort Nelson,58.8053,-122.7002,44.19,45,75,5.75,CA,2022-10-12 21:27:26
351,Vetralla,42.3098,12.0784,63.05,88,100,2.55,IT,2022-10-12 21:29:37
352,Taltal,-25.4,-70.4833,60.75,68,42,5.21,CL,2022-10-12 21:29:38
353,Broken Hill,-31.95,141.4333,60.06,89,96,10.0,AU,2022-10-12 21:24:53
354,Sao Joao Da Barra,-21.6403,-41.0511,77.09,85,29,17.18,BR,2022-10-12 21:29:40
355,Wattegama,6.7989,81.4808,76.05,89,99,0.56,LK,2022-10-12 21:29:41
356,Luorong,24.4058,109.6086,61.02,33,39,5.08,CN,2022-10-12 21:29:42
357,Coquimbo,-29.9533,-71.3436,64.13,63,0,14.97,CL,2022-10-12 21:29:43
358,Yenagoa,4.9247,6.2642,75.06,88,76,2.77,NG,2022-10-12 21:29:45
359,Soyo,-6.1349,12.3689,77.05,82,37,10.07,AO,2022-10-12 21:29:47
360,Hofn,64.2539,-15.2082,41.74,61,11,8.79,IS,2022-10-12 21:29:50
361,General Pico,-35.6566,-63.7568,80.37,16,40,9.1,AR,2022-10-12 21:29:51
362,Vanavara,60.34,102.2797,32.97,92,100,7.05,RU,2022-10-12 21:29:52
363,Waipawa,-41.4122,175.5153,46.0,93,100,9.06,NZ,2022-10-12 21:29:53
364,Lakeland,28.0395,-81.9498,84.9,75,40,8.05,US,2022-10-12 21:27:10
365,Aleksandrovka,46.8383,32.7612,50.49,61,26,4.68,UA,2022-10-12 21:29:55
366,Dzaoudzi,-12.7887,45.2699,75.09,78,0,6.91,YT,2022-10-12 21:30:56
367,Shieli,44.1667,66.75,56.62,19,3,6.11,KZ,2022-10-12 21:30:56
368,Ornskoldsvik,63.2909,18.7153,32.95,93,97,3.44,SE,2022-10-12 21:30:57
369,Oropoli,13.8167,-86.8167,81.28,79,100,3.74,HN,2022-10-12 21:30:58
370,Bara,10.3744,10.7288,79.47,69,75,4.27,NG,2022-10-12 21:31:00
371,Kathu,7.9178,98.3332,85.75,83,88,7.72,TH,2022-10-12 21:31:00
372,Yasnyy,51.0333,59.8742,48.63,43,98,9.48,RU,2022-10-12 21:31:02
373,Namatanai,-3.6667,152.4333,82.69,71,90,4.65,PG,2022-10-12 21:31:04
374,Chabahar,25.2919,60.643,79.7,60,0,4.27,IR,2022-10-12 21:31:06
375,Waingapu,-9.6567,120.2641,76.8,79,34,5.79,ID,2022-10-12 21:31:07
376,Fort-Shevchenko,44.5086,50.263,60.98,59,42,16.8,KZ,2022-10-12 21:31:08
377,Vypolzovo,57.8767,33.6986,37.99,95,9,4.81,RU,2022-10-12 21:31:08
378,Lere,10.387,8.5726,71.46,76,49,3.87,NG,2022-10-12 21:31:10
379,Chateauroux,46.8167,1.7,53.6,94,20,2.3,FR,2022-10-12 21:30:12
380,Laguna,38.421,-121.4238,89.08,41,0,5.75,US,2022-10-12 21:31:12
381,Nadym,65.5333,72.5167,33.6,89,28,7.29,RU,2022-10-12 21:31:13
382,Traverse City,44.7631,-85.6206,51.87,89,100,0.0,US,2022-10-12 21:31:15
383,Daoukro,7.0591,-3.9631,71.65,97,37,1.9,CI,2022-10-12 21:31:16
384,Karratha,-20.7377,116.8463,69.42,25,25,16.91,AU,2022-10-12 21:31:17
385,Bela Vista De Goias,-16.9728,-48.9533,88.95,27,83,7.52,BR,2022-10-12 21:31:18
386,Ganzhou,28.8184,115.4327,54.27,70,1,4.54,CN,2022-10-12 21:31:19
387,Lalibela,12.0333,39.0333,58.51,72,62,5.06,ET,2022-10-12 21:31:20
388,Manavalakurichi,8.1333,77.3,78.49,85,96,11.25,IN,2022-10-12 21:31:21
389,Haselunne,52.6667,7.4833,49.24,93,60,0.0,DE,2022-10-12 21:31:21
390,Nalchiti,22.6333,90.2833,76.05,93,2,4.43,BD,2022-10-12 21:27:41
391,Georgiyevka,43.0369,74.7114,42.84,49,0,4.47,KZ,2022-10-12 21:31:24
392,Tshikapa,-6.4167,20.8,69.66,94,99,0.98,CD,2022-10-12 21:31:25
393,Sibu,2.3,111.8167,73.71,100,40,3.44,MY,2022-10-12 21:31:26
394,Antofagasta,-23.65,-70.4,60.08,72,16,6.62,CL,2022-10-12 21:28:24
395,Sundby,54.864,11.793,51.06,87,38,12.19,DK,2022-10-12 21:31:28
396,San Jose De Guanipa,8.8872,-64.1651,80.83,68,94,6.17,VE,2022-10-12 21:31:29
397,Viedma,-40.8135,-62.9967,51.75,52,95,18.9,AR,2022-10-12 21:31:31
398,Chisec,15.8167,-90.2833,93.43,73,100,2.8,GT,2022-10-12 21:31:32
399,North Bend,43.4065,-124.2243,81.25,77,0,12.66,US,2022-10-12 21:30:37
400,Awjilah,29.1081,21.2869,76.89,32,0,5.73,LY,2022-10-12 21:31:32
401,Moranbah,-22.0016,148.0466,64.87,78,4,15.35,AU,2022-10-12 21:28:42
402,Kharian,32.8149,73.8636,70.9,54,0,1.77,PK,2022-10-12 21:31:33
403,Muros,42.7762,-9.0603,61.84,86,77,5.86,ES,2022-10-12 21:27:01
404,Eyl,7.9803,49.8164,78.15,77,63,12.08,SO,2022-10-12 21:31:34
405,Yeppoon,-23.1333,150.7333,65.98,75,92,15.64,AU,2022-10-12 21:31:34
406,Lazarev,52.225,141.5131,41.94,70,45,14.41,RU,2022-10-12 21:31:35
407,Yar-Sale,66.8333,70.8333,37.53,83,87,7.2,RU,2022-10-12 21:31:36
408,Dunedin,-45.8742,170.5036,49.8,64,66,5.99,NZ,2022-10-12 21:31:38
409,San Andres,12.5847,-81.7006,84.22,79,75,11.5,CO,2022-10-12 21:31:39
410,Victor Harbor,-35.5667,138.6167,52.68,84,100,9.55,AU,2022-10-12 21:30:23
411,Choya,52.0108,86.5467,44.44,88,100,0.89,RU,2022-10-12 21:31:41
412,Tres Lagoas,-20.7511,-51.6783,77.13,61,97,3.31,BR,2022-10-12 21:31:42
413,Manutuke,-38.6833,177.9167,55.02,91,100,6.76,NZ,2022-10-12 21:31:43
414,Portel,-1.9356,-50.8211,81.0,68,69,4.36,BR,2022-10-12 21:31:44
415,Abnub,27.2696,31.1511,73.62,48,2,12.41,EG,2022-10-12 21:31:44
416,Yaan,7.3833,8.5667,73.72,91,38,4.38,NG,2022-10-12 21:31:45
417,San Simon De La Laguna,19.3,-100.0833,64.83,72,100,3.58,MX,2022-10-12 21:31:46
418,Silikatnyy,53.9896,48.3275,45.72,86,100,7.72,RU,2022-10-12 21:31:46
419,Pinsk,52.1229,26.0951,49.66,66,100,4.81,BY,2022-10-12 21:31:47
420,Guasdualito,7.2424,-70.7324,80.6,83,85,2.3,VE,2022-10-12 21:31:49
421,Lewiston,44.1003,-70.2148,67.05,76,0,6.91,US,2022-10-12 21:31:49
422,Jalu,29.0331,21.5482,76.48,34,0,5.95,LY,2022-10-12 21:31:50
423,Zhezkazgan,47.8043,67.7144,50.61,24,100,8.39,KZ,2022-10-12 21:31:52
424,Chapais,49.7834,-74.8492,55.18,82,99,13.78,CA,2022-10-12 21:31:52
425,Rayon,19.1444,-99.5836,71.47,58,77,2.57,MX,2022-10-12 21:31:53
426,Opuwo,-18.0607,13.84,71.6,36,79,4.18,NA,2022-10-12 21:31:54
427,Rzhev,56.2624,34.3282,38.62,87,10,5.57,RU,2022-10-12 21:31:55
428,Ust-Kuyga,70.0167,135.6,-2.54,100,57,6.44,RU,2022-10-12 21:31:56
429,Savannah Bight,16.45,-85.85,82.96,82,30,22.82,HN,2022-10-12 21:31:58
430,Danjiangkou,32.5428,111.5086,53.46,51,8,1.63,CN,2022-10-12 21:31:59
431,Stephenville,32.2207,-98.2023,93.81,29,0,11.5,US,2022-10-12 21:30:38
432,Bougouni,11.417,-7.479,76.82,71,77,4.76,ML,2022-10-12 21:32:01
433,Imbituba,-28.24,-48.6703,64.35,93,100,5.86,BR,2022-10-12 21:32:02
434,Pauini,-7.7136,-66.9764,85.91,53,73,0.94,BR,2022-10-12 21:32:02
435,Alofi,-19.0595,-169.9187,78.69,21,75,8.05,NU,2022-10-12 21:32:03
436,Tera,14.0078,0.7531,90.63,22,1,6.04,NE,2022-10-12 21:32:04
437,Ikom,5.9667,8.7063,74.1,97,100,1.72,NG,2022-10-12 21:32:05
438,Dawlatabad,36.4141,64.9053,59.92,19,0,1.99,AF,2022-10-12 21:32:06
439,Skjervoy,70.0311,20.9714,39.2,89,95,12.73,NO,2022-10-12 21:32:07
440,Meulaboh,4.1363,96.1285,76.1,88,53,2.93,ID,2022-10-12 21:32:08
441,Nove Zamky,47.9854,18.1619,51.91,83,37,3.31,SK,2022-10-12 21:32:09
442,Menongue,-14.6585,17.691,68.77,26,91,4.63,AO,2022-10-12 21:32:10
443,Kologriv,58.8275,44.3178,39.13,89,100,3.8,RU,2022-10-12 21:32:11
444,Balabac,7.9868,117.0645,81.75,79,100,19.84,PH,2022-10-12 21:32:12
445,Bogotol,56.2078,89.5342,32.41,97,88,8.7,RU,2022-10-12 21:32:13
446,Namibe,-15.1961,12.1522,68.58,88,51,3.78,AO,2022-10-12 21:32:14
447,Danilovka,50.3557,44.1168,48.27,85,100,11.59,RU,2022-10-12 21:32:14
448,Klyuchi,52.2667,79.1667,43.23,91,37,7.02,RU,2022-10-12 21:32:15
449,Nagua,19.3832,-69.8474,86.31,78,20,11.5,DO,2022-10-12 21:32:16
450,Toba,34.4833,136.85,64.4,67,100,5.23,JP,2022-10-12 21:32:17
451,Grants,35.1473,-107.8514,73.63,13,0,4.61,US,2022-10-12 21:32:18
452,Skerries,53.5828,-6.1083,53.13,87,100,6.33,IE,2022-10-12 21:32:19
453,Zaysan,47.4667,84.8667,40.95,49,0,4.76,KZ,2022-10-12 21:32:20
454,Minudasht,37.2289,55.3747,69.37,78,75,0.0,IR,2022-10-12 21:32:21
455,Mayumba,-3.432,10.6554,76.5,92,81,6.26,GA,2022-10-12 21:32:23
456,Inuvik,68.3499,-133.7218,31.06,69,40,3.44,CA,2022-10-12 21:28:46
457,Qinzhou,21.95,108.6167,64.13,53,23,6.02,CN,2022-10-12 21:32:24
458,Narsaq,60.9167,-46.05,30.42,70,5,7.25,GL,2022-10-12 21:32:26
459,Havre-Saint-Pierre,50.2334,-63.5986,44.96,87,0,8.05,CA,2022-10-12 21:31:17
460,Tateyama,34.9833,139.8667,62.1,89,100,20.36,JP,2022-10-12 21:33:26
461,Pital,2.2665,-75.8044,80.55,60,87,6.85,CO,2022-10-12 21:33:27
462,Rincon,32.296,-81.2354,76.96,90,100,8.84,US,2022-10-12 21:33:28
463,Klaksvik,62.2266,-6.589,47.32,74,81,17.18,FO,2022-10-12 21:33:28
464,Mitsamiouli,-11.3847,43.2844,74.86,73,0,2.86,KM,2022-10-12 21:33:29
465,Gushikawa,26.3544,127.8686,76.23,81,0,6.91,JP,2022-10-12 21:33:30
466,Elban,50.1018,136.5094,37.98,88,98,6.15,RU,2022-10-12 21:33:31
467,Asau,46.4333,26.4,51.28,94,91,1.03,RO,2022-10-12 21:33:33
468,Lazaro Cardenas,17.9583,-102.2,84.02,75,77,5.86,MX,2022-10-12 21:33:33
469,Yumen,40.2833,97.2,46.33,33,100,20.13,CN,2022-10-12 21:29:26
470,Salinas,36.6777,-121.6555,74.21,72,0,13.8,US,2022-10-12 21:30:28
471,Cabedelo,-6.9811,-34.8339,79.47,78,70,17.07,BR,2022-10-12 21:33:36
472,Kudahuvadhoo,2.6708,72.8944,79.81,80,100,19.08,MV,2022-10-12 21:33:37
473,Makakilo City,21.3469,-158.0858,85.44,64,20,6.91,US,2022-10-12 21:33:38
474,Porechye-Rybnoye,57.098,39.3835,43.52,87,91,7.38,RU,2022-10-12 21:33:39
475,Riyadh,24.6877,46.7219,78.94,19,0,4.25,SA,2022-10-12 21:30:02
476,Puerto El Triunfo,13.2833,-88.55,88.66,82,92,5.55,SV,2022-10-12 21:33:41
477,Grand Gaube,-20.0064,57.6608,72.0,66,2,10.0,MU,2022-10-12 21:33:41
478,Broome,42.2506,-75.833,66.6,62,0,10.0,US,2022-10-12 21:33:42
479,Sangin,32.0728,64.8359,62.82,9,0,4.63,AF,2022-10-12 21:33:44
480,Le Port,-20.9373,55.2919,73.89,83,28,4.68,RE,2022-10-12 21:33:45
481,Soure,-0.7167,-48.5233,79.34,81,85,12.01,BR,2022-10-12 21:33:46
482,Kapit,2.0167,112.9333,72.41,100,99,0.78,MY,2022-10-12 21:33:48
483,Kumi,36.1136,128.336,51.48,89,49,2.06,KR,2022-10-12 21:33:49
484,Fillmore,43.6666,-92.1002,55.35,54,75,18.41,US,2022-10-12 21:33:50
485,San Ramon,37.7799,-121.978,81.52,55,0,7.0,US,2022-10-12 21:33:51
486,Kalcheva,45.7374,28.8141,55.33,50,100,5.19,UA,2022-10-12 21:33:52
487,Kefalos,36.7453,26.9589,66.42,72,20,10.36,GR,2022-10-12 21:33:53
488,Nizwa,22.9333,57.5333,73.74,38,4,2.04,OM,2022-10-12 21:33:54
489,Coihaique,-45.5752,-72.0662,47.01,49,75,8.05,CL,2022-10-12 21:33:23
490,Gamba,-2.65,10.0,76.62,91,92,6.02,GA,2022-10-12 21:33:55
491,Anito,12.4497,125.2886,77.13,92,100,5.08,PH,2022-10-12 21:33:57
492,Tarko-Sale,64.9225,77.785,36.72,76,100,8.23,RU,2022-10-12 21:33:58
493,Baykit,61.67,96.37,33.75,87,98,6.31,RU,2022-10-12 21:33:59
494,Cachoeira,-12.6183,-38.9558,72.39,83,1,6.11,BR,2022-10-12 21:34:00
495,Maneadero,31.7167,-116.5667,75.09,73,2,3.0,MX,2022-10-12 21:34:00
496,Saint-Denis,48.9167,2.3333,59.11,79,20,6.91,FR,2022-10-12 21:34:01
497,Luanda,-8.8368,13.2343,75.2,88,20,9.22,AO,2022-10-12 21:34:03
498,Lakes Entrance,-37.8811,147.981,62.17,77,100,9.08,AU,2022-10-12 21:29:58
499,Honggang,46.4667,124.8667,42.91,91,22,5.97,CN,2022-10-12 21:34:04
500,Thung Song,8.1645,99.6804,74.52,93,98,1.97,TH,2022-10-12 21:34:05
501,West Bay,19.3667,-81.4167,88.05,77,20,9.22,KY,2022-10-12 21:34:06
502,Gribanovskiy,51.4579,41.9764,40.44,79,2,7.2,RU,2022-10-12 21:34:07
503,Gari,59.4307,62.3497,42.46,69,100,5.48,RU,2022-10-12 21:34:08
504,Dukat,62.55,155.55,8.19,82,100,2.66,RU,2022-10-12 21:34:09
505,Tabou,4.423,-7.3528,77.0,83,82,6.62,CI,2022-10-12 21:34:10
506,Warkworth,-36.4,174.6667,62.49,67,99,9.75,NZ,2022-10-12 21:34:11
507,Lata,40.1629,-8.3327,64.92,93,5,2.06,PT,2022-10-12 21:34:12
508,Voka,59.3997,27.5817,43.9,76,28,9.26,EE,2022-10-12 21:34:13
509,Diamantino,-14.4086,-56.4461,78.26,67,98,3.33,BR,2022-10-12 21:34:14
510,Vijayawada,16.5167,80.6167,75.56,95,100,2.19,IN,2022-10-12 21:34:15
511,Hervey Bay,-25.2986,152.8535,64.02,93,12,11.01,AU,2022-10-12 21:31:22
512,Kamina,-8.7386,24.9906,67.19,60,25,4.92,CD,2022-10-12 21:34:17
513,Lloydminster,53.2835,-110.0016,48.42,31,20,31.07,CA,2022-10-12 21:30:37
514,Ballina,-28.8667,153.5667,61.02,99,43,7.09,AU,2022-10-12 21:34:19
515,Prestea,5.4327,-2.1428,72.39,97,19,2.15,GH,2022-10-12 21:34:19
516,Katherine,-14.4667,132.2667,80.92,65,17,6.91,AU,2022-10-12 21:34:20
517,Kortkeros,61.8106,51.5806,41.18,94,100,1.97,RU,2022-10-12 21:34:21
518,Sovetskiy,61.3614,63.5842,36.88,96,82,5.41,RU,2022-10-12 21:34:23
519,Zanjan,36.6736,48.4787,51.4,80,7,6.53,IR,2022-10-12 21:30:57
520,Kruisfontein,-34.0033,24.7314,63.88,97,100,0.56,ZA,2022-10-12 21:34:25
521,Sinegorye,62.0788,150.477,16.86,83,100,1.25,RU,2022-10-12 21:34:26
522,Juazeirinho,-6.8167,-38.05,88.45,27,4,9.08,BR,2022-10-12 21:34:27
523,Clifton,40.8584,-74.1638,68.85,60,0,11.5,US,2022-10-12 21:29:58
524,La Rioja,42.25,-2.5,47.98,92,7,5.46,ES,2022-10-12 21:34:29
525,Gidam,18.9833,81.4,70.18,97,92,1.66,IN,2022-10-12 21:34:30
526,Borzna,51.2546,32.4269,48.15,62,100,5.61,UA,2022-10-12 21:34:31
527,Texarkana,33.4251,-94.0477,89.82,51,0,10.36,US,2022-10-12 21:34:32
528,Lasa,46.6166,10.7002,54.48,90,31,0.78,IT,2022-10-12 21:34:33
529,Bilibino,68.0546,166.4372,0.09,95,97,2.89,RU,2022-10-12 21:34:34
530,Iskateley,67.6803,53.1512,38.91,89,97,10.04,RU,2022-10-12 21:34:35
531,Yeniseysk,58.4497,92.1703,35.74,96,100,6.67,RU,2022-10-12 21:31:07
532,Santa Cruz,-17.8,-63.1667,69.85,73,75,8.05,BO,2022-10-12 21:34:22
533,Tianpeng,30.9866,103.9393,57.67,88,100,1.41,CN,2022-10-12 21:34:37
534,Batemans Bay,-35.7167,150.1833,61.11,69,98,11.43,AU,2022-10-12 21:34:38
535,Shelburne,44.0787,-80.2041,66.65,61,100,18.28,CA,2022-10-12 21:31:22
536,Altus,34.6381,-99.334,84.27,17,0,14.97,US,2022-10-12 21:34:41
537,Rurrenabaque,-14.4413,-67.5278,74.86,78,77,1.92,BO,2022-10-12 21:34:43
538,Fiumicino,41.7675,12.2291,71.02,80,0,2.3,IT,2022-10-12 21:34:43
539,Tomaszow Mazowiecki,51.5313,20.0086,46.56,71,1,4.76,PL,2022-10-12 21:34:45
540,Tessalit,20.1986,1.0114,86.49,12,0,9.17,ML,2022-10-12 21:34:46
541,Shakawe,-18.3667,21.85,72.27,24,96,4.9,BW,2022-10-12 21:34:46
542,Biak,-0.9131,122.8766,75.18,85,76,3.49,ID,2022-10-12 21:31:06
543,Kamaishi,39.2667,141.8833,59.18,74,100,7.27,JP,2022-10-12 21:34:47
544,Qandala,11.472,49.8728,82.31,40,0,1.3,SO,2022-10-12 21:34:47
545,Isangel,-19.55,169.2667,68.11,100,100,2.3,VU,2022-10-12 21:34:48
546,Vao,-22.6667,167.4833,71.08,71,24,18.45,NC,2022-10-12 21:34:48
547,Fomboni,-12.28,43.7425,75.94,69,0,5.88,KM,2022-10-12 21:34:48
548,Olinda,-8.0089,-34.8553,78.53,73,40,14.97,BR,2022-10-12 21:34:49
549,Kozhva,65.1073,57.0459,37.98,91,100,6.31,RU,2022-10-12 21:34:49
550,Terra Santa,-2.1042,-56.4869,86.41,48,65,2.24,BR,2022-10-12 21:34:51
551,Svetlaya,46.5389,138.3297,43.09,63,30,3.83,RU,2022-10-12 21:31:30
552,Ibresi,55.2961,47.0394,45.3,94,100,5.41,RU,2022-10-12 21:34:53
553,Clonakilty,51.6231,-8.8706,52.81,81,72,2.08,IE,2022-10-12 21:35:54
554,Las Rosas,-32.4766,-61.5804,75.76,17,0,8.12,AR,2022-10-12 21:35:55
555,Alta Floresta,-9.8756,-56.0861,71.51,96,90,3.6,BR,2022-10-12 21:35:55
556,Kazanskaya,45.4106,40.4361,50.04,64,71,2.91,RU,2022-10-12 21:35:56
557,Calvinia,-31.4707,19.776,70.66,29,99,1.88,ZA,2022-10-12 21:35:57
558,Bahia Blanca,-38.7196,-62.2724,65.55,29,78,12.1,AR,2022-10-12 21:35:58
559,Flin Flon,54.7682,-101.865,35.44,69,100,20.71,CA,2022-10-12 21:35:59
560,Wilmington Island,32.0036,-80.9737,77.09,65,40,8.05,US,2022-10-12 21:36:00
561,Matara,5.9485,80.5353,77.27,86,100,9.13,LK,2022-10-12 21:36:01
562,Kungurtug,50.5994,97.5228,32.65,59,97,2.51,RU,2022-10-12 21:36:02
563,Thio,-21.6167,166.2167,76.96,68,10,5.57,NC,2022-10-12 21:36:03
564,Vidim,56.4088,103.1106,36.3,97,100,5.01,RU,2022-10-12 21:36:04
565,Dong Hoi,17.4833,106.6,73.09,75,99,9.66,VN,2022-10-12 21:36:05
566,Prince Rupert,54.3161,-130.3201,55.49,87,75,3.44,CA,2022-10-12 21:36:06
567,Key West,24.5557,-81.7826,89.6,80,0,10.36,US,2022-10-12 21:36:06
568,Poladpur,17.9802,73.466,75.83,91,99,2.3,IN,2022-10-12 21:36:07
569,Bilma,18.6853,12.9164,84.52,16,0,5.97,NE,2022-10-12 21:36:08
570,Puerto Lleras,3.0223,-73.4044,82.4,70,81,2.66,CO,2022-10-12 21:36:09
571,Volokolamsk,56.0336,35.9694,41.13,87,97,6.13,RU,2022-10-12 21:36:10
572,Tahe,52.3333,124.7333,31.71,82,0,3.38,CN,2022-10-12 21:36:12
573,Port Huron,42.9709,-82.4249,68.23,62,100,18.41,US,2022-10-12 21:31:49
574,Ormara,25.2088,64.6357,79.16,56,0,5.1,PK,2022-10-12 21:36:13
575,Meadow Lake,34.8014,-106.5436,79.47,26,0,6.62,US,2022-10-12 21:36:14
576,San Quintin,30.4833,-115.95,71.92,70,0,14.12,MX,2022-10-12 21:36:16
577,Charters Towers,-20.1,146.2667,71.91,63,3,15.59,AU,2022-10-12 21:36:17
578,Chumphon,10.3333,98.8333,68.76,96,100,0.81,TH,2022-10-12 21:36:17
579,Cachira,7.741,-73.0483,60.06,97,100,3.44,CO,2022-10-12 21:36:18
580,Seydisehir,37.4193,31.8453,55.36,56,7,2.68,TR,2022-10-12 21:36:18
581,Voznesenye,61.0106,35.4781,45.21,69,100,7.92,RU,2022-10-12 21:36:20
582,Buin,-33.7333,-70.75,76.87,42,33,7.9,CL,2022-10-12 21:36:21
583,Mafinga,-7.25,35.0667,68.77,43,11,3.94,TZ,2022-10-12 21:36:22
584,Katangli,51.7102,143.2326,36.64,84,59,11.77,RU,2022-10-12 21:36:24
